30e7b476534296021a9f7e0c289c6a86,AC,3878.64001464844,308.455060064057
5156283c24fef4abea13a6a6f4469a98,AC,1401.26998901367,308.455060064057
711fff4266b53bae9de25be1473dc0bc,AC,1251.69995117188,308.455060064057
cd281c1a7d26cd29a3ed4b029fce7270,AC,995.180023193359,308.455060064057
f23c4b530f6d7d421de1e38d3e0cc327,AC,905.929992675781,308.455060064057
b34dffef04a2e8ecce637601e7733dfd,AC,892.359985351563,308.455060064057
3743de9608dba0325a5534fff7c367d6,AC,861.260009765625,308.455060064057
7ac35423839341a44c95424351311093,AC,825.239990234375,308.455060064057
714f3ff34cd22b97f37d42bdef4bbc88,AC,618.599975585938,308.455060064057
4551d3400f68fda36d0062727b26c04b,AC,595.489990234375,308.455060064057
8ff83690a72dc5589bc39742798a128b,AC,591.880004882813,308.455060064057
5da179829d2103e0bd3f9fb2add6cb93,AC,548.929992675781,308.455060064057
c5de7db594b246f428940ced283125bd,AC,448.299987792969,308.455060064057
adbb6cf458f5e432340801c4bb8c16ff,AC,426.079986572266,308.455060064057
b1161707c5b3711b7cf6213c114c91b2,AC,418.589996337891,308.455060064057
f34e32b8604090d1c2a7f3b04c834807,AC,361.269989013672,308.455060064057
31dbc13addc753e210692eacaea065e4,AC,343.079986572266,308.455060064057
dad907e170748a35ef4e92238b7308f3,AC,321.920013427734,308.455060064057
69898b8f33773019ae266bf85a55c934,AC,318.299987792969,308.455060064057
e4800add327af5e8c4c04f377fb1779a,AC,316.190002441406,308.455060064057
c5bc17c73ffd41f07795aa3f5a5d1170,AC,312.019989013672,308.455060064057
f4db56f354c71370b4d5dbd25c78b248,AL,4539.9599609375,271.171380799561
fb33f8dc7bae67cedd3ac477a5675073,AL,3727.19995117188,271.171380799561
9dbda069f00bfa90c6a45c0ed7d2597e,AL,3112.55004882813,271.171380799561
48f2c3b771af969350d566b444d3cf5e,AL,2998.56005859375,271.171380799561
853dca88fd662dc5711018f1f7932a59,AL,1942,271.171380799561
73de624c5fa35f4c6207d7fbd1f87c3d,AL,1658.81005859375,271.171380799561
9b9681cfb00f0a6f1723cd1d4f0be965,AL,1650.56005859375,271.171380799561
c330f7967c92a086239c675991cb6aa6,AL,1518.55004882813,271.171380799561
48c4bc0a9a1ef619c41c102912dbf1a0,AL,1359.40002441406,271.171380799561
932eaecbf57142d67adbc8f4508ae87c,AL,1257.9599609375,271.171380799561
8e6e4cf2ce41cda407074b416f893269,AL,1227.89001464844,271.171380799561
02af4338e00cfed3af1a15854865879c,AL,1198.35998535156,271.171380799561
6e7901ae39eb9c64958a51ff4a025cfb,AL,1069.92004394531,271.171380799561
4c45abaf37f93be768571ba788af0c15,AL,1063.08996582031,271.171380799561
c4a111edfb69bcf3c00710ccfd23575c,AL,1003.76000976563,271.171380799561
d5efb94fdd7fe8e0ba70c7580088acae,AL,984.260009765625,271.171380799561
b1e23a1a09fe2eb966159a77c524a828,AL,940.650024414063,271.171380799561
7dc7f423358e3ece6ab8c863d1da0100,AL,927.789978027344,271.171380799561
8ec8f7e04ca4ce33fcf8fddd94bda3e0,AL,903.5,271.171380799561
e24a84b778dca41f3760946e3ececa16,AL,878.47998046875,271.171380799561
8a9003f36ee92e9312ee45a1280a0b7c,AL,874.419982910156,271.171380799561
19ba1ad275a13a70eb4d745c95647a78,AL,856.890014648438,271.171380799561
8085a9af46f619bc25966f151a362b0d,AL,853.390014648438,271.171380799561
9a3feacf0ab6c455903766201558c15f,AL,853.219970703125,271.171380799561
c7c105ab9b22a47c552fe20be8c0ce23,AL,840.119995117188,271.171380799561
dac61d4a2d58258d6d176306621ced20,AL,826.989990234375,271.171380799561
bc2c3f39dc37bab49bdb42ea49d0b538,AL,826.989990234375,271.171380799561
bbadb481c7afa7f5d4e726e788aed89b,AL,826.909973144531,271.171380799561
799ce5c7f8435dfa3b4a7cb61670a5d3,AL,738.570007324219,271.171380799561
1125e0be19e2bab707206860511dd65f,AL,738.570007324219,271.171380799561
f4089d4af6a57725128cafde4c098188,AL,731.369995117188,271.171380799561
787eeca41f37a89f86028b987f028aa9,AL,722.210021972656,271.171380799561
3946163f3eb34032e2d75ff2b885fb98,AL,716.559997558594,271.171380799561
2754481372b222e0d551bbbdf15e0036,AL,697,271.171380799561
ca1c0133a7c25fd0c6b9cd7feaaf7afd,AL,680.820007324219,271.171380799561
f4f32a1d492eb00e6139fdf985548136,AL,670.77001953125,271.171380799561
fbbd3e227d94fedc7c8c51a381bb8e54,AL,665.440002441406,271.171380799561
75f17f6f2c43a63ba8fc901bb00ba301,AL,643.890014648438,271.171380799561
885a9dace03d5ee78e1639818cf8ca76,AL,639.97998046875,271.171380799561
90aae7cae26e53acf3981e1de033e188,AL,624.799987792969,271.171380799561
87bc71f87d3fc89b153c47b651b7cf8f,AL,614.380004882813,271.171380799561
738ebe48e12040500665dd143aa28cdc,AL,588.840026855469,271.171380799561
d4fcb254f2c6ebf50c17180b99d046af,AL,583.299987792969,271.171380799561
ee806087f060d54b2aa4d466709a37a8,AL,574.640014648438,271.171380799561
b094f9d22537cb4892ecff5504dd8172,AL,539.849975585938,271.171380799561
cae464394f85fa945b401cac6aaba58a,AL,516.969970703125,271.171380799561
92f45c696aa80b46ded933214002f0ed,AL,486.950012207031,271.171380799561
7f3a050ba677bbe9c55a06687d767c94,AL,481.040008544922,271.171380799561
be9ab6439b46e597d921dad9db0d23d1,AL,477.690002441406,271.171380799561
80aa2d8185eda2594527f4f2e59769e5,AL,465.390014648438,271.171380799561
